Timestamp,Speed_kmh,Acceleration_ms2,Slope_%,Temperature_C,Battery_State_%,Driving_Mode,Traffic_Condition,Energy_Consumption_kWh
2024-01-01 00:00:00,111.50736643582246,-2.7738156574639765,6.879445723818213,0.741770214307623,30.41514793606419,2,1,12.054316837893046
2024-01-01 00:01:00,48.61232334330797,-0.7969822458298639,-3.007212319399515,-3.495516154077721,97.3855337784473,1,1,4.48870104769729
2024-01-01 00:02:00,108.73332025589964,0.2537998537264747,0.0295845262511011,9.248274673124495,84.9126002160525,1,3,11.70137693672586
2024-01-01 00:03:00,38.57948414974584,-2.111395208237236,8.27194304566259,2.8684089901268166,28.777904099769607,1,2,7.389265564508191
2024-01-01 00:04:00,57.17243836125499,1.477882875414461,2.7768144260838143,16.75024402320902,29.740159811814276,2,1,6.761205202007953
2024-01-01 00:05:00,27.123479737919965,-2.949871774967169,1.0192223120085853,1.6298736724197376,67.55790839300951,1,1,4.31906050402437
2024-01-01 00:06:00,76.85712506110127,-1.988405709395779,8.582446483762626,1.2067481426024085,47.59113393385466,3,2,9.28572513709307
2024-01-01 00:07:00,117.47773382097706,0.4847809791208544,-3.5998321328440785,34.464054284673225,22.792468725848742,1,3,10.154375379907354
2024-01-01 00:08:00,72.41917152520544,1.2863253722237538,2.0968417435338456,36.4582615596884,63.33132062664425,1,1,8.734982030592302
2024-01-01 00:09:00,42.93769009362586,2.499858616163497,4.785611469630284,38.38972938645595,51.02760797486775,1,2,9.139607590819022
2024-01-01 00:10:00,77.73809351886341,1.2329799116077431,4.128121585225188,25.622609929326035,28.08611938973941,3,2,9.3552963469904
2024-01-01 00:11:00,14.750481415846508,1.0306756215291957,-1.035853183866628,29.69574271581412,84.15363138047861,1,3,6.935742891556282
2024-01-01 00:12:00,106.63908963184784,-0.6339531218960142,3.4496935680150465,32.61031398591831,93.20614122230448,1,2,9.893371837354756
2024-01-01 00:13:00,60.37007409358037,-2.9922934468391915,5.628426464289726,24.651492660429906,80.5275147211304,2,3,8.731184312327246
2024-01-01 00:14:00,53.92196904475705,-2.2790444475862683,3.7732811099004753,9.860939711613812,85.79378480130218,2,2,7.207605094790329
2024-01-01 00:15:00,70.30377461442231,0.2073272685362348,5.266933389659835,2.037414929508585,37.31924538128939,1,1,7.948397965703622
2024-01-01 00:16:00,74.97406353472829,1.050779315066518,-1.1588189091681436,5.677298822116754,41.08583607348808,2,3,8.19924324438179
2024-01-01 00:17:00,8.613096747181563,-0.4953102966212253,7.492734254076739,32.81863231322332,36.68220322393502,1,2,4.3719906939719575
2024-01-01 00:18:00,81.91406654680829,1.3840740691703417,1.7453430547745477,26.324375722907856,81.20507450924512,1,1,8.607421884772135
2024-01-01 00:19:00,29.031801637863552,0.1311737719930725,9.80835766156853,15.51080935867682,95.83336631475976,3,2,7.185772096022532
2024-01-01 00:20:00,85.67431590079077,-2.554942826434127,-4.650720189995937,-3.676771526879628,77.34697653871221,1,1,8.010846035355843
2024-01-01 00:21:00,98.7041753261036,-1.847902494192307,0.7047305687146501,6.97919666952474,90.51734119036448,2,3,10.104175318328322
2024-01-01 00:22:00,96.47502090630245,2.039989339463657,-2.292874215423337,27.80038719065937,71.0959275906538,2,1,9.575673650868708
2024-01-01 00:23:00,66.3001160889467,1.3494764797466372,3.3341429049108005,18.057425579276032,51.01279204470393,2,2,7.300779003444786
2024-01-01 00:24:00,62.420387077290144,2.3685719220749704,-1.3519235843958093,14.598962251710253,54.06092919442442,2,1,8.552035881601197
2024-01-01 00:25:00,17.145115360729406,-2.2946565052743804,6.062169198512226,9.11557303509585,26.025714573392385,1,1,6.100899914978993
2024-01-01 00:26:00,93.04153804837628,2.941335207690443,8.227987935062782,22.31193237596608,22.516575619682087,3,3,12.824051271009102
2024-01-01 00:27:00,32.569125653605724,-1.7435597163003984,-1.8367346962683369,38.48734234172601,75.6380483351262,3,1,6.626022635287848
2024-01-01 00:28:00,59.60345073815358,-2.929320742280148,-2.589835725473024,35.550563948387776,55.07431136089445,1,1,8.658945042212396
2024-01-01 00:29:00,34.11289115130201,2.984537634321325,8.130357785927178,-3.627592786207309,64.17720544437036,2,2,6.282458616675993
2024-01-01 00:30:00,16.059403559963176,-1.3135566873293212,0.4190787263275846,16.64292201625506,64.6128998097933,3,2,6.920138536434345
2024-01-01 00:31:00,75.54692362700838,1.0081167150753592,1.5187545243854492,9.826118412112644,42.19006506666411,3,3,8.303310681306469
2024-01-01 00:32:00,6.51984417874846,-1.9399061149421688,-1.6854574633469657,17.977209805291043,58.071400866359255,1,3,7.284021894666983
2024-01-01 00:33:00,89.83742809514399,0.4813711931948505,1.3797230207672069,22.279616044227165,57.66081773341618,2,3,12.052701702422915
2024-01-01 00:34:00,38.110415431334,2.424209918727356,-1.530498903830046,4.001263059889606,51.07417769822856,3,2,10.3035318977161
2024-01-01 00:35:00,0.0161631605382384,-1.0789129954293684,4.988911609512714,30.17056312967153,85.65403067208564,1,1,4.858111653316629
2024-01-01 00:36:00,61.33549670846757,1.021523856266155,2.4831461872013074,16.378062253868485,56.09312029500767,3,3,7.853329085537799
2024-01-01 00:37:00,5.622229023312375,-1.872578467209501,6.820906689443634,39.640272470421074,68.29156196047903,3,2,6.121219414470381
2024-01-01 00:38:00,33.14034693850794,0.7487723923123513,-0.3090782589905831,-3.8692676415397456,91.64160963046608,2,2,6.696408185891189
2024-01-01 00:39:00,84.83717849468594,-0.9812978890949392,2.5839252318855657,3.537362928390632,89.2986898287138,2,3,9.915802095342835
